id_viaje,id_socio,num_economico,distancia,tiempo,fecha
v-022395,s-0110,eco-0463,2.63,8,2021-10-28
v-022396,s-0006,eco-0374,7.68,45,2021-02-19
v-022397,s-0176,eco-0471,2.0,8,2021-06-30
v-022398,s-0147,eco-0345,1.9,11,2021-06-21
v-022399,s-0126,eco-0480,2.49,7,2021-01-17
v-022400,s-0148,eco-0386,0.54,11,2021-04-01
v-022401,s-0061,eco-0484,2.66,9,2021-05-30
v-022402,s-0078,eco-0429,8.18,42,2021-12-04
v-022403,s-0063,eco-0277,2.53,12,2021-11-06
v-022404,s-0033,eco-0260,2.72,10,2021-07-05
v-022405,s-0115,eco-0112,0.51,12,2021-04-07
v-022406,s-0081,eco-0076,1.22,11,2021-09-24
v-022407,s-0136,eco-0314,8.48,43,2021-03-12
v-022408,s-0127,eco-0280,3.6,9,2021-10-15
v-022409,s-0198,eco-0100,3.33,8,2021-04-22
v-022410,s-0085,eco-0140,3.09,10,2021-04-20
v-022411,s-0111,eco-0151,1.99,10,2021-06-06
v-022412,s-0159,eco-0230,1.24,9,2021-08-24
v-022413,s-0178,eco-0067,2.59,7,2021-05-20
v-022414,s-0102,eco-0080,1.55,9,2021-09-26
v-022415,s-0174,eco-0466,2.58,9,2021-07-29
v-022416,s-0022,eco-0040,4.99,50,2021-08-05
v-022417,s-0088,eco-0182,1.28,9,2021-01-10
v-022418,s-0023,eco-0090,4.2,9,2021-04-30
v-022419,s-0049,eco-0248,2.5,9,2021-06-01
v-022420,s-0043,eco-0389,3.03,8,2021-04-26
v-022421,s-0179,eco-0337,1.33,10,2021-07-14
v-022422,s-0104,eco-0144,0.83,12,2021-04-12
v-022423,s-0022,eco-0343,10.02,44,2021-01-23
v-022424,s-0078,eco-0227,0.26,8,2021-12-19
v-022425,s-0072,eco-0191,1.61,7,2021-03-16
v-022426,s-0198,eco-0494,11.02,39,2021-11-25
v-022427,s-0041,eco-0456,1.52,13,2021-10-22
v-022428,s-0109,eco-0081,3.33,9,2021-11-13
v-022429,s-0092,eco-0153,6.88,49,2021-04-30
v-022430,s-0034,eco-0374,3.28,12,2021-04-24
v-022431,s-0005,eco-0483,15.54,44,2021-03-20
v-022432,s-0015,eco-0484,1.05,10,2021-05-06
v-022433,s-0040,eco-0068,1.51,11,2021-02-09
v-022434,s-0152,eco-0391,0.99,7,2021-08-31
v-022435,s-0002,eco-0113,1.89,10,2021-03-16
v-022436,s-0055,eco-0398,3.08,11,2021-07-08
v-022437,s-0051,eco-0195,5.74,46,2021-09-28
v-022438,s-0119,eco-0184,2.09,8,2021-12-14
v-022439,s-0029,eco-0398,0.13,6,2021-12-27
v-022440,s-0087,eco-0093,3.26,12,2021-07-21
v-022441,s-0120,eco-0497,13.23,47,2021-11-02
v-022442,s-0103,eco-0458,2.14,11,2021-09-05
v-022443,s-0131,eco-0208,0.96,13,2021-11-17
v-022444,s-0062,eco-0431,7.49,41,2021-07-29
v-022445,s-0063,eco-0257,3.34,8,2021-01-07
v-022446,s-0056,eco-0321,23.91,51,2021-04-30
v-022447,s-0140,eco-0480,9.42,46,2021-08-11
v-022448,s-0191,eco-0124,1.78,8,2021-03-05
v-022449,s-0194,eco-0395,1.03,10,2021-06-02
v-022450,s-0199,eco-0102,3.9,11,2021-12-04
v-022451,s-0055,eco-0201,2.6,9,2021-09-30
v-022452,s-0062,eco-0385,2.71,8,2021-08-15
v-022453,s-0169,eco-0377,2.86,3,2021-08-16
v-022454,s-0152,eco-0262,2.71,9,2021-07-02
v-022455,s-0071,eco-0385,1.89,8,2021-02-22
v-022456,s-0056,eco-0392,2.29,10,2021-05-08
v-022457,s-0017,eco-0292,2.49,6,2021-12-05
v-022458,s-0145,eco-0246,2.51,9,2021-12-21
v-022459,s-0117,eco-0107,0.55,16,2021-09-09
v-022460,s-0151,eco-0480,2.51,7,2021-05-16
v-022461,s-0022,eco-0337,2.47,6,2021-06-25
v-022462,s-0102,eco-0029,3.12,7,2021-02-04
v-022463,s-0045,eco-0113,18.93,46,2021-03-27
v-022464,s-0001,eco-0165,2.39,8,2021-02-06
v-022465,s-0137,eco-0336,1.41,10,2021-05-21
v-022466,s-0175,eco-0424,14.43,41,2021-04-01
v-022467,s-0019,eco-0498,12.71,44,2021-03-24
v-022468,s-0129,eco-0332,13.4,44,2021-11-30
v-022469,s-0010,eco-0129,2.88,8,2021-02-17
v-022470,s-0066,eco-0364,1.94,9,2021-11-15
v-022471,s-0136,eco-0269,1.33,13,2021-01-12
v-022472,s-0053,eco-0291,1.29,8,2021-03-03
v-022473,s-0072,eco-0217,0.54,9,2021-09-30
v-022474,s-0159,eco-0348,12.77,40,2021-05-25
v-022475,s-0006,eco-0269,3.68,9,2021-09-16
v-022476,s-0001,eco-0477,9.53,41,2021-06-17
v-022477,s-0182,eco-0001,14.08,44,2021-03-22
v-022478,s-0191,eco-0465,15.47,49,2021-05-05
v-022479,s-0136,eco-0138,2.09,13,2021-05-15
v-022480,s-0188,eco-0011,1.96,8,2021-08-06
v-022481,s-0199,eco-0138,2.7,10,2021-10-19
v-022482,s-0015,eco-0077,6.7,47,2021-08-14
v-022483,s-0022,eco-0132,1.73,11,2021-07-05
v-022484,s-0078,eco-0070,3.55,10,2021-08-13
v-022485,s-0059,eco-0458,3.14,12,2021-01-05
v-022486,s-0085,eco-0354,11.8,42,2021-11-21
v-022487,s-0147,eco-0233,1.09,8,2021-12-01
v-022488,s-0119,eco-0475,0.82,13,2021-02-23
v-022489,s-0067,eco-0232,1.06,10,2021-01-23
v-022490,s-0025,eco-0328,2.57,8,2021-03-07
v-022491,s-0176,eco-0148,0.08,7,2021-03-01
v-022492,s-0187,eco-0388,1.5,9,2021-02-07
v-022493,s-0078,eco-0214,16.7,42,2021-06-25
v-022494,s-0046,eco-0167,10.96,39,2021-07-23
v-022495,s-0025,eco-0333,2.69,11,2021-03-27
v-022496,s-0083,eco-0272,0.55,13,2021-10-01
v-022497,s-0037,eco-0349,2.24,10,2021-08-29
v-022498,s-0145,eco-0389,15.14,46,2021-03-24
v-022499,s-0042,eco-0292,1.75,9,2021-02-15
v-022500,s-0193,eco-0045,2.28,11,2021-02-07
v-022501,s-0071,eco-0034,3.08,8,2021-12-10
v-022502,s-0178,eco-0353,16.25,41,2021-07-29
v-022503,s-0126,eco-0258,1.89,10,2021-07-07
v-022504,s-0077,eco-0272,2.83,9,2021-08-18
v-022505,s-0077,eco-0105,9.29,43,2021-08-22
v-022506,s-0056,eco-0332,9.14,51,2021-04-01
v-022507,s-0119,eco-0157,1.13,7,2021-11-16
v-022508,s-0151,eco-0440,2.46,7,2021-08-13
v-022509,s-0140,eco-0497,2.01,10,2021-02-01
v-022510,s-0097,eco-0415,8.78,47,2021-12-02
v-022511,s-0080,eco-0370,1.17,7,2021-02-05
v-022512,s-0126,eco-0107,0.83,8,2021-05-16
v-022513,s-0183,eco-0240,2.96,8,2021-09-05
v-022514,s-0026,eco-0103,3.2,10,2021-07-22
v-022515,s-0062,eco-0107,2.65,9,2021-02-13
v-022516,s-0005,eco-0168,6.74,49,2021-03-14
v-022517,s-0054,eco-0446,1.01,13,2021-11-03
v-022518,s-0008,eco-0224,0.95,13,2021-11-30
v-022519,s-0193,eco-0485,2.56,9,2021-12-14
v-022520,s-0034,eco-0103,0.74,9,2021-12-19
v-022521,s-0169,eco-0093,2.55,12,2021-03-10
v-022522,s-0152,eco-0290,0.18,6,2021-06-02
v-022523,s-0014,eco-0484,4.02,51,2021-12-10
v-022524,s-0066,eco-0205,0.82,9,2021-03-06
v-022525,s-0189,eco-0418,3.12,49,2021-10-06
v-022526,s-0114,eco-0402,1.33,8,2021-03-28
v-022527,s-0189,eco-0137,2.21,6,2021-10-24
v-022528,s-0049,eco-0393,3.47,9,2021-10-06
v-022529,s-0015,eco-0239,1.35,14,2021-10-04
v-022530,s-0103,eco-0117,11.29,49,2021-11-23
v-022531,s-0134,eco-0481,2.67,41,2021-12-09
v-022532,s-0118,eco-0348,2.96,9,2021-07-19
v-022533,s-0119,eco-0461,1.18,9,2021-01-31
v-022534,s-0113,eco-0477,2.67,12,2021-02-09
v-022535,s-0110,eco-0216,13.29,49,2021-12-26
v-022536,s-0178,eco-0366,1.92,11,2021-06-21
v-022537,s-0195,eco-0019,1.8,8,2021-01-20
v-022538,s-0051,eco-0184,1.01,9,2021-02-05
v-022539,s-0104,eco-0075,2.59,12,2021-05-01
v-022540,s-0156,eco-0104,2.92,9,2021-07-18
v-022541,s-0126,eco-0437,9.88,44,2021-11-15
v-022542,s-0150,eco-0193,0.03,9,2021-02-13
v-022543,s-0148,eco-0025,1.98,11,2021-03-14
v-022544,s-0005,eco-0002,1.14,12,2021-04-05
v-022545,s-0025,eco-0239,1.84,10,2021-08-01
v-022546,s-0170,eco-0151,1.63,8,2021-04-10
v-022547,s-0148,eco-0050,2.02,10,2021-01-23
v-022548,s-0078,eco-0023,2.64,10,2021-10-29
v-022549,s-0189,eco-0188,10.55,45,2021-12-05
v-022550,s-0084,eco-0378,3.28,9,2021-10-25
v-022551,s-0145,eco-0258,2.76,9,2021-10-16
v-022552,s-0033,eco-0168,1.16,8,2021-05-12
v-022553,s-0167,eco-0115,2.1,8,2021-08-01
v-022554,s-0049,eco-0371,2.81,8,2021-07-10
v-022555,s-0079,eco-0187,12.57,49,2021-11-17
v-022556,s-0040,eco-0373,2.17,11,2021-03-14
v-022557,s-0066,eco-0308,12.71,46,2021-06-01
v-022558,s-0072,eco-0064,6.37,46,2021-11-17
v-022559,s-0059,eco-0403,1.47,10,2021-03-02
v-022560,s-0151,eco-0310,0.67,5,2021-10-20
v-022561,s-0006,eco-0243,1.43,10,2021-05-08
v-022562,s-0029,eco-0156,2.48,6,2021-08-05
v-022563,s-0117,eco-0410,2.22,7,2021-04-12
v-022564,s-0087,eco-0357,0.86,9,2021-01-20
v-022565,s-0076,eco-0343,3.86,14,2021-09-26
v-022566,s-0037,eco-0033,8.59,51,2021-08-19
v-022567,s-0063,eco-0418,0.18,51,2021-05-24
v-022568,s-0159,eco-0232,2.22,9,2021-02-08
v-022569,s-0081,eco-0482,3.32,9,2021-08-25
v-022570,s-0176,eco-0153,3.68,12,2021-10-29
v-022571,s-0059,eco-0019,15.27,42,2021-03-13
v-022572,s-0169,eco-0487,7.96,37,2021-08-23
v-022573,s-0079,eco-0080,1.91,9,2021-11-27
v-022574,s-0067,eco-0014,1.51,8,2021-11-22
v-022575,s-0034,eco-0143,6.27,49,2021-12-27
v-022576,s-0106,eco-0140,2.33,9,2021-11-29
v-022577,s-0120,eco-0311,2.62,11,2021-09-22
v-022578,s-0075,eco-0340,12.78,48,2021-11-07
v-022579,s-0198,eco-0340,8.06,57,2021-09-25
v-022580,s-0080,eco-0043,10.52,47,2021-12-26
v-022581,s-0086,eco-0224,1.08,10,2021-01-27
v-022582,s-0011,eco-0095,9.84,45,2021-04-18
v-022583,s-0018,eco-0385,11.8,52,2021-02-21
v-022584,s-0112,eco-0070,7.03,40,2021-08-28
v-022585,s-0117,eco-0375,2.94,8,2021-04-30
v-022586,s-0127,eco-0326,2.2,10,2021-09-06
v-022587,s-0078,eco-0028,3.94,9,2021-11-22
v-022588,s-0104,eco-0059,2.83,11,2021-01-12
v-022589,s-0162,eco-0257,1.27,14,2021-07-11
v-022590,s-0184,eco-0401,1.65,7,2021-02-17
v-022591,s-0187,eco-0460,12.2,45,2021-08-19
v-022592,s-0061,eco-0009,5.68,39,2021-08-07
v-022593,s-0171,eco-0053,2.3,12,2021-12-21
v-022594,s-0102,eco-0189,2.73,12,2021-06-06
v-022595,s-0131,eco-0217,1.29,11,2021-06-27
v-022596,s-0171,eco-0228,0.61,10,2021-05-18
v-022597,s-0017,eco-0069,14.17,45,2021-11-14
v-022598,s-0176,eco-0437,2.69,11,2021-07-31
v-022599,s-0113,eco-0251,15.2,44,2021-09-22
v-022600,s-0144,eco-0249,1.84,9,2021-03-23
v-022601,s-0023,eco-0471,1.31,9,2021-09-30
v-022602,s-0165,eco-0330,6.22,46,2021-11-12
v-022603,s-0011,eco-0465,10.75,45,2021-09-08
v-022604,s-0183,eco-0164,7.84,42,2021-11-05
v-022605,s-0042,eco-0377,1.91,10,2021-12-27
v-022606,s-0106,eco-0066,2.66,7,2021-04-16
v-022607,s-0197,eco-0289,9.09,50,2021-07-04
v-022608,s-0106,eco-0261,2.25,8,2021-05-15
v-022609,s-0039,eco-0454,8.83,40,2021-08-13
v-022610,s-0134,eco-0227,16.89,48,2021-05-18
v-022611,s-0045,eco-0122,7.54,50,2021-02-28
v-022612,s-0148,eco-0438,0.81,6,2021-02-25
v-022613,s-0040,eco-0041,0.02,10,2021-01-08
v-022614,s-0037,eco-0098,2.84,10,2021-07-07
v-022615,s-0025,eco-0170,2.18,9,2021-06-15
v-022616,s-0026,eco-0270,2.37,10,2021-04-22
v-022617,s-0086,eco-0466,1.53,12,2021-10-24
v-022618,s-0180,eco-0273,1.4,9,2021-06-22
v-022619,s-0104,eco-0457,2.83,9,2021-12-05
v-022620,s-0182,eco-0448,11.34,40,2021-06-22
v-022621,s-0192,eco-0201,2.44,10,2021-07-10
v-022622,s-0036,eco-0253,14.48,49,2021-03-12
v-022623,s-0186,eco-0218,11.97,50,2021-09-15
v-022624,s-0134,eco-0125,1.58,8,2021-06-11
v-022625,s-0065,eco-0085,8.91,47,2021-03-22
v-022626,s-0102,eco-0046,1.68,9,2021-06-27
v-022627,s-0083,eco-0327,2.36,47,2021-12-16
v-022628,s-0127,eco-0165,1.91,9,2021-11-25
v-022629,s-0168,eco-0352,0.12,5,2021-07-05
v-022630,s-0156,eco-0163,7.75,46,2021-08-08
v-022631,s-0156,eco-0494,1.99,7,2021-04-09
v-022632,s-0107,eco-0212,2.0,7,2021-05-03
v-022633,s-0073,eco-0262,0.98,11,2021-06-03
v-022634,s-0169,eco-0309,2.04,12,2021-07-16
v-022635,s-0119,eco-0070,2.31,9,2021-08-30
v-022636,s-0106,eco-0054,3.67,6,2021-01-09
v-022637,s-0086,eco-0268,2.36,9,2021-07-12
v-022638,s-0047,eco-0338,1.96,10,2021-05-29
v-022639,s-0066,eco-0287,1.56,12,2021-02-20
v-022640,s-0023,eco-0083,4.58,41,2021-02-11
v-022641,s-0179,eco-0206,4.79,12,2021-08-15
v-022642,s-0063,eco-0207,13.82,42,2021-07-22
v-022643,s-0114,eco-0225,1.18,12,2021-04-16
v-022644,s-0083,eco-0167,2.19,5,2021-10-06
v-022645,s-0005,eco-0122,13.38,45,2021-07-01
v-022646,s-0140,eco-0415,2.55,10,2021-03-03
v-022647,s-0084,eco-0169,9.48,48,2021-08-19
v-022648,s-0049,eco-0061,3.34,11,2021-09-28
v-022649,s-0067,eco-0213,10.77,48,2021-07-18
v-022650,s-0112,eco-0187,4.8,42,2021-03-22
v-022651,s-0119,eco-0432,2.24,10,2021-12-04
v-022652,s-0101,eco-0292,3.42,10,2021-10-15
v-022653,s-0115,eco-0257,2.32,7,2021-06-19
v-022654,s-0002,eco-0003,3.94,48,2021-05-29
v-022655,s-0148,eco-0118,1.69,8,2021-07-14
v-022656,s-0025,eco-0237,1.11,11,2021-06-13
v-022657,s-0093,eco-0464,0.5,7,2021-12-05
v-022658,s-0156,eco-0411,8.2,47,2021-01-29
v-022659,s-0051,eco-0454,2.83,11,2021-10-17
v-022660,s-0079,eco-0161,1.37,10,2021-08-14
v-022661,s-0021,eco-0046,2.33,11,2021-12-16
v-022662,s-0131,eco-0136,3.49,9,2021-04-27
v-022663,s-0075,eco-0393,2.64,8,2021-04-06
v-022664,s-0151,eco-0467,2.26,11,2021-12-18
v-022665,s-0112,eco-0154,2.55,6,2021-09-25
v-022666,s-0120,eco-0198,1.91,11,2021-07-09
v-022667,s-0111,eco-0378,3.76,10,2021-12-04
v-022668,s-0193,eco-0011,1.46,9,2021-05-22
v-022669,s-0001,eco-0423,1.85,13,2021-01-23
v-022670,s-0113,eco-0218,1.83,8,2021-03-22
v-022671,s-0045,eco-0232,1.14,10,2021-07-11
v-022672,s-0176,eco-0133,2.21,10,2021-04-29
v-022673,s-0054,eco-0260,13.96,44,2021-01-18
v-022674,s-0103,eco-0463,1.78,7,2021-10-12
v-022675,s-0105,eco-0134,1.03,13,2021-01-11
v-022676,s-0010,eco-0137,2.86,8,2021-02-10
v-022677,s-0117,eco-0427,1.59,6,2021-07-15
v-022678,s-0056,eco-0357,13.93,44,2021-02-13
v-022679,s-0010,eco-0340,2.11,9,2021-06-14
v-022680,s-0135,eco-0345,1.83,10,2021-08-29
v-022681,s-0147,eco-0367,1.13,11,2021-01-22
v-022682,s-0168,eco-0188,0.89,13,2021-06-06
v-022683,s-0118,eco-0376,15.76,48,2021-03-20
v-022684,s-0160,eco-0055,2.44,10,2021-05-20
v-022685,s-0083,eco-0017,9.07,52,2021-02-08
v-022686,s-0061,eco-0155,1.25,10,2021-02-21
v-022687,s-0131,eco-0023,1.73,11,2021-09-01
v-022688,s-0136,eco-0158,1.3,7,2021-04-05
v-022689,s-0045,eco-0082,2.4,13,2021-05-18
v-022690,s-0056,eco-0143,0.14,9,2021-03-26
v-022691,s-0122,eco-0232,0.19,8,2021-01-07
v-022692,s-0193,eco-0280,8.13,45,2021-08-10
v-022693,s-0141,eco-0456,12.58,48,2021-09-07
v-022694,s-0119,eco-0100,3.13,8,2021-11-30
v-022695,s-0167,eco-0119,1.03,6,2021-10-27
v-022696,s-0150,eco-0223,8.93,43,2021-10-04
v-022697,s-0140,eco-0249,1.65,11,2021-07-20
v-022698,s-0150,eco-0249,11.12,48,2021-07-17
v-022699,s-0139,eco-0464,3.08,8,2021-10-04
v-022700,s-0103,eco-0376,1.84,12,2021-09-15
v-022701,s-0134,eco-0087,2.29,11,2021-06-23
v-022702,s-0010,eco-0436,0.26,9,2021-01-26
v-022703,s-0027,eco-0410,8.4,39,2021-03-06
v-022704,s-0028,eco-0157,0.07,10,2021-05-27
v-022705,s-0120,eco-0179,1.09,13,2021-06-22
v-022706,s-0053,eco-0157,10.06,39,2021-12-14
v-022707,s-0079,eco-0106,8.34,39,2021-04-15
v-022708,s-0010,eco-0447,0.54,9,2021-12-02
v-022709,s-0059,eco-0080,1.5,10,2021-05-02
v-022710,s-0018,eco-0105,9.83,43,2021-03-25
v-022711,s-0120,eco-0058,0.94,5,2021-04-23
v-022712,s-0026,eco-0221,2.31,8,2021-03-31
v-022713,s-0152,eco-0240,2.59,11,2021-05-17
v-022714,s-0039,eco-0218,2.48,8,2021-01-10
v-022715,s-0097,eco-0445,1.15,11,2021-08-10
v-022716,s-0107,eco-0498,14.29,39,2021-09-15
v-022717,s-0014,eco-0380,2.62,7,2021-08-28
v-022718,s-0036,eco-0138,1.57,8,2021-11-06
v-022719,s-0056,eco-0023,2.4,8,2021-05-17
v-022720,s-0179,eco-0006,15.09,37,2021-04-08
v-022721,s-0055,eco-0044,4.13,10,2021-11-16
v-022722,s-0136,eco-0304,2.46,11,2021-12-20
v-022723,s-0165,eco-0096,1.94,8,2021-02-20
v-022724,s-0014,eco-0008,1.67,9,2021-08-17
v-022725,s-0180,eco-0082,1.12,10,2021-06-11
v-022726,s-0111,eco-0221,6.88,46,2021-10-18
v-022727,s-0080,eco-0497,3.09,11,2021-05-07
v-022728,s-0045,eco-0091,1.74,9,2021-08-19
v-022729,s-0166,eco-0328,1.81,14,2021-06-23
v-022730,s-0115,eco-0114,7.56,42,2021-09-21
v-022731,s-0015,eco-0425,1.27,10,2021-08-08
v-022732,s-0198,eco-0039,8.18,46,2021-04-20
v-022733,s-0067,eco-0360,3.09,8,2021-04-12
v-022734,s-0013,eco-0472,1.07,8,2021-11-11
v-022735,s-0126,eco-0039,1.88,9,2021-11-18
v-022736,s-0136,eco-0367,12.47,33,2021-08-18
v-022737,s-0140,eco-0458,0.51,9,2021-09-21
v-022738,s-0075,eco-0450,2.29,9,2021-04-07
v-022739,s-0127,eco-0086,2.47,11,2021-12-05
v-022740,s-0080,eco-0037,8.61,44,2021-10-27
v-022741,s-0086,eco-0367,2.7,11,2021-11-03
v-022742,s-0083,eco-0294,13.64,45,2021-12-16
v-022743,s-0040,eco-0109,6.94,46,2021-06-04
v-022744,s-0002,eco-0327,5.33,47,2021-09-08
v-022745,s-0081,eco-0011,2.83,11,2021-09-13
v-022746,s-0108,eco-0379,1.48,11,2021-05-23
v-022747,s-0061,eco-0303,3.78,10,2021-02-28
v-022748,s-0028,eco-0100,2.62,11,2021-04-27
v-022749,s-0191,eco-0302,2.72,10,2021-05-11
v-022750,s-0077,eco-0166,1.32,7,2021-03-23
v-022751,s-0071,eco-0096,2.1,6,2021-05-31
v-022752,s-0061,eco-0469,3.11,8,2021-01-16
v-022753,s-0188,eco-0020,0.73,11,2021-09-21
v-022754,s-0071,eco-0294,0.51,9,2021-03-27
v-022755,s-0086,eco-0455,0.59,9,2021-06-13
v-022756,s-0112,eco-0120,2.32,3,2021-06-18
v-022757,s-0029,eco-0030,0.55,11,2021-08-18
v-022758,s-0055,eco-0215,2.23,11,2021-03-16
v-022759,s-0140,eco-0452,10.02,43,2021-07-06
v-022760,s-0188,eco-0313,0.25,11,2021-02-20
v-022761,s-0040,eco-0490,2.83,11,2021-07-14
v-022762,s-0014,eco-0173,1.06,7,2021-09-03
v-022763,s-0184,eco-0062,2.39,9,2021-11-24
v-022764,s-0172,eco-0258,1.07,10,2021-11-16
v-022765,s-0186,eco-0362,2.67,12,2021-01-30
v-022766,s-0112,eco-0139,1.23,10,2021-05-26
v-022767,s-0016,eco-0340,2.37,7,2021-05-03
v-022768,s-0105,eco-0406,12.43,47,2021-04-26
v-022769,s-0070,eco-0266,1.81,7,2021-12-03
v-022770,s-0034,eco-0179,2.78,7,2021-05-14
v-022771,s-0052,eco-0317,13.17,44,2021-06-13
v-022772,s-0061,eco-0475,1.3,7,2021-07-24
v-022773,s-0036,eco-0003,1.71,12,2021-11-24
v-022774,s-0079,eco-0291,1.34,8,2021-04-03
v-022775,s-0082,eco-0409,10.18,45,2021-01-28
v-022776,s-0044,eco-0120,14.06,46,2021-03-03
v-022777,s-0054,eco-0041,10.91,38,2021-08-04
v-022778,s-0131,eco-0348,6.21,46,2021-05-20
v-022779,s-0150,eco-0252,12.23,52,2021-10-07
v-022780,s-0002,eco-0142,13.76,47,2021-09-23
v-022781,s-0005,eco-0173,9.81,45,2021-12-09
v-022782,s-0006,eco-0369,0.53,14,2021-09-15
v-022783,s-0056,eco-0373,0.9,10,2021-02-26
v-022784,s-0147,eco-0318,5.56,43,2021-11-04
v-022785,s-0104,eco-0097,2.43,10,2021-09-05
v-022786,s-0175,eco-0383,3.41,9,2021-07-27
v-022787,s-0055,eco-0265,0.59,7,2021-08-07
v-022788,s-0189,eco-0099,11.01,40,2021-03-26
v-022789,s-0115,eco-0131,10.64,44,2021-11-08
v-022790,s-0078,eco-0045,9.25,44,2021-08-23
v-022791,s-0118,eco-0072,2.74,10,2021-07-28
v-022792,s-0110,eco-0028,3.61,7,2021-04-28
v-022793,s-0113,eco-0017,2.32,12,2021-12-13
v-022794,s-0104,eco-0064,2.61,9,2021-12-27
v-022795,s-0174,eco-0059,1.85,12,2021-08-17
v-022796,s-0131,eco-0233,0.63,10,2021-06-11
v-022797,s-0034,eco-0312,3.35,10,2021-04-06
v-022798,s-0014,eco-0133,4.23,9,2021-09-20
v-022799,s-0140,eco-0223,8.75,47,2021-12-20
v-022800,s-0139,eco-0374,3.21,6,2021-06-10
v-022801,s-0183,eco-0352,1.84,12,2021-12-12
v-022802,s-0039,eco-0104,0.56,7,2021-03-28
v-022803,s-0110,eco-0390,7.03,39,2021-03-31
v-022804,s-0160,eco-0408,10.54,47,2021-05-09
v-022805,s-0084,eco-0349,2.98,9,2021-07-15
v-022806,s-0088,eco-0292,2.04,11,2021-01-10
v-022807,s-0092,eco-0014,9.52,47,2021-03-29
v-022808,s-0119,eco-0098,3.31,16,2021-05-14
v-022809,s-0059,eco-0431,1.03,11,2021-09-10
v-022810,s-0108,eco-0014,2.4,11,2021-05-15
v-022811,s-0087,eco-0419,3.78,12,2021-03-23
v-022812,s-0052,eco-0316,2.19,49,2021-11-18
v-022813,s-0125,eco-0227,7.35,40,2021-03-04
v-022814,s-0067,eco-0425,2.91,13,2021-05-31
v-022815,s-0052,eco-0065,0.32,11,2021-12-13
v-022816,s-0168,eco-0022,7.11,48,2021-12-01
v-022817,s-0101,eco-0247,1.89,7,2021-10-24
v-022818,s-0110,eco-0348,2.48,8,2021-03-07
v-022819,s-0083,eco-0090,2.99,7,2021-08-07
v-022820,s-0182,eco-0464,0.27,9,2021-01-16
v-022821,s-0084,eco-0303,1.65,12,2021-03-26
v-022822,s-0112,eco-0106,1.39,9,2021-01-02
v-022823,s-0169,eco-0238,2.62,10,2021-03-08
v-022824,s-0185,eco-0387,7.34,46,2021-07-08
v-022825,s-0055,eco-0162,1.25,7,2021-09-16
v-022826,s-0144,eco-0481,1.84,12,2021-11-19
v-022827,s-0070,eco-0007,2.51,9,2021-02-12
v-022828,s-0186,eco-0067,0.2,10,2021-10-08
v-022829,s-0061,eco-0306,3.59,9,2021-11-16
v-022830,s-0034,eco-0078,1.76,8,2021-03-03
v-022831,s-0137,eco-0080,0.58,8,2021-03-07
v-022832,s-0129,eco-0088,8.94,44,2021-11-04
v-022833,s-0140,eco-0023,0.92,12,2021-06-18
v-022834,s-0193,eco-0497,1.46,8,2021-03-16
v-022835,s-0030,eco-0330,0.52,12,2021-04-18
v-022836,s-0180,eco-0045,3.81,51,2021-10-11
v-022837,s-0013,eco-0467,3.15,9,2021-07-12
v-022838,s-0108,eco-0101,13.33,38,2021-03-05
v-022839,s-0078,eco-0495,9.54,46,2021-06-22
v-022840,s-0147,eco-0003,0.61,7,2021-01-04
v-022841,s-0187,eco-0344,1.55,10,2021-05-30
v-022842,s-0083,eco-0269,1.88,9,2021-10-14
v-022843,s-0013,eco-0231,11.15,46,2021-06-22
v-022844,s-0087,eco-0298,13.81,45,2021-03-08
v-022845,s-0107,eco-0056,1.85,9,2021-07-20
v-022846,s-0052,eco-0080,2.38,9,2021-05-13
v-022847,s-0151,eco-0135,11.76,44,2021-04-03
v-022848,s-0192,eco-0257,1.11,9,2021-02-17
v-022849,s-0021,eco-0043,10.39,42,2021-11-13
v-022850,s-0008,eco-0393,10.25,41,2021-06-02
v-022851,s-0113,eco-0369,1.02,12,2021-06-01
v-022852,s-0055,eco-0360,1.89,14,2021-04-21
v-022853,s-0193,eco-0163,2.7,12,2021-07-16
v-022854,s-0170,eco-0237,2.48,7,2021-11-11
v-022855,s-0126,eco-0347,3.3,9,2021-01-08
v-022856,s-0168,eco-0076,10.33,46,2021-10-27
v-022857,s-0123,eco-0478,5.86,49,2021-03-18
v-022858,s-0139,eco-0304,14.3,46,2021-08-09
v-022859,s-0191,eco-0420,8.02,48,2021-12-30
v-022860,s-0029,eco-0209,2.78,11,2021-03-07
v-022861,s-0011,eco-0412,1.98,10,2021-09-24
v-022862,s-0137,eco-0407,2.83,10,2021-01-28
v-022863,s-0090,eco-0429,0.12,9,2021-11-30
v-022864,s-0077,eco-0410,7.11,40,2021-07-17
v-022865,s-0054,eco-0258,2.68,10,2021-04-30
v-022866,s-0019,eco-0417,6.94,45,2021-06-26
v-022867,s-0178,eco-0441,1.7,9,2021-03-23
v-022868,s-0197,eco-0330,3.62,9,2021-07-17
v-022869,s-0119,eco-0295,11.61,46,2021-02-09
v-022870,s-0062,eco-0046,1.85,11,2021-03-15
v-022871,s-0027,eco-0303,2.77,12,2021-06-20
v-022872,s-0170,eco-0183,12.93,42,2021-12-26
v-022873,s-0112,eco-0142,2.0,5,2021-06-26
v-022874,s-0138,eco-0019,1.64,9,2021-11-05
v-022875,s-0045,eco-0372,2.33,11,2021-11-02
